axis_major_length,area,length,source_file,well_letter,well_num,strain,treatment
8.51828416304,30.1559375,8.51828416304,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
9.00725039144,32.50609375,9.00725039144,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
15.2829723301,56.82625,15.2829723301,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
9.00332017519,35.6484375,9.00332017519,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
7.98900023649,26.01015625,7.98900023649,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
5.34496961239,18.7484375,5.34496961239,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
8.64972217878,29.78625,8.64972217878,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
15.2764338033,58.96515625,15.2764338033,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
8.02385307938,29.046875,8.02385307938,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
7.97056893696,28.65078125,7.97056893696,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
10.6482565739,37.2328125,10.6482565739,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
12.8086766204,46.369375,12.8086766204,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
7.31243984973,27.0928125,7.31243984973,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
14.1150767851,54.08,14.1150767851,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
16.4733014871,58.64828125,16.4733014871,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
7.56389759128,27.04,7.56389759128,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
7.19919980191,26.723125,7.19919980191,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
11.1040434345,41.1409375,11.1040434345,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
7.02901711964,27.17203125,7.02901711964,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
5.48487948444,20.7025,5.48487948444,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
9.83178957119,37.41765625,9.83178957119,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
5.3223171843,21.125,5.3223171843,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
12.730680333,48.61390625,12.730680333,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
5.061529569,18.82765625,5.061529569,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
9.7537730139,33.82640625,9.7537730139,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
6.21658727997,23.21109375,6.21658727997,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
10.4435776099,42.989375,10.4435776099,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
8.97061932546,31.1065625,8.97061932546,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
14.1653401483,53.02375,14.1653401483,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
14.9086282961,56.37734375,14.9086282961,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
15.1200600439,54.29125,15.1200600439,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
9.91821134615,35.78046875,9.91821134615,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
11.2178861632,43.59671875,11.2178861632,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
11.5738159467,42.64609375,11.5738159467,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
7.31729905253,27.67375,7.31729905253,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
10.2181151186,35.9653125,10.2181151186,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
7.64121078595,28.624375,7.64121078595,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
9.32066887036,31.71390625,9.32066887036,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
12.403481163,47.636875,12.403481163,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
7.22510042475,26.6703125,7.22510042475,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
9.87252066033,33.98484375,9.87252066033,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
8.61459643399,28.91484375,8.61459643399,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
8.36134932318,30.97453125,8.36134932318,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
17.7294089514,62.76765625,17.7294089514,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
7.93379236785,30.65765625,7.93379236785,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
7.16379792703,24.29375,7.16379792703,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
16.5809938699,63.7975,16.5809938699,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
13.5182478171,48.08578125,13.5182478171,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
9.54234718351,34.67140625,9.54234718351,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
8.36541072503,30.07671875,8.36541072503,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
7.03444406854,27.33046875,7.03444406854,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
11.2244521321,39.21328125,11.2244521321,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
14.6805108426,52.41640625,14.6805108426,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
9.56056185936,34.2225,9.56056185936,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
9.74780747593,33.98484375,9.74780747593,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
11.316734729,39.58296875,11.316734729,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
15.2537965398,57.46,15.2537965398,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
14.0089157383,52.8125,14.0089157383,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
8.82110453207,33.16625,8.82110453207,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
11.560590991,43.54390625,11.560590991,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
7.75187815998,21.7059375,7.75187815998,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
8.72550386622,33.5359375,8.72550386622,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
14.1702119298,52.31078125,14.1702119298,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
8.26442275466,33.24546875,8.26442275466,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
11.5781010997,41.53703125,11.5781010997,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
12.8540788611,43.9928125,12.8540788611,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
13.798011019,49.40609375,13.798011019,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
7.36193003092,26.3534375,7.36193003092,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
13.2649206466,47.02953125,13.2649206466,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
9.76063294071,35.9125,9.76063294071,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
11.5295275011,45.7884375,11.5295275011,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
14.1200933046,51.83546875,14.1200933046,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
8.91414661712,31.13296875,8.91414661712,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
8.35115124231,30.1559375,8.35115124231,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
8.31741756085,27.70015625,8.31741756085,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
8.74851195686,33.7471875,8.74851195686,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
8.39482731791,28.6771875,8.39482731791,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
7.6607472331,31.370625,7.6607472331,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
10.6403955986,37.52328125,10.6403955986,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
7.59221870696,22.78859375,7.59221870696,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
10.9780828194,39.63578125,10.9780828194,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
10.068504931,39.6621875,10.068504931,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
6.93467044651,24.37296875,6.93467044651,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
9.38815263474,32.92859375,9.38815263474,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
8.37141182971,30.81609375,8.37141182971,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
11.4055922284,39.609375,11.4055922284,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
7.08208205566,22.41890625,7.08208205566,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
11.0249250136,39.7678125,11.0249250136,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
14.4879560852,50.594375,14.4879560852,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
10.3621860523,36.12375,10.3621860523,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
12.6144298781,47.61046875,12.6144298781,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
12.1971009142,43.72875,12.1971009142,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
9.51411585236,31.87234375,9.51411585236,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
12.306907313,45.524375,12.306907313,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
13.3233361476,51.1753125,13.3233361476,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
13.4116359152,49.960625,13.4116359152,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
11.5731052753,38.42109375,11.5731052753,WellA01_PointA01_0000_ChannelFITC BP_Seq0000_properties.csv,A,1,SP286,1 mm bead
9.57017759968,33.3246875,9.57017759968,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
11.510627373,39.3453125,11.510627373,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
7.03012516403,23.8184375,7.03012516403,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
9.97665936987,33.9584375,9.97665936987,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
10.0580211581,35.46359375,10.0580211581,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
13.5639212463,45.0490625,13.5639212463,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
7.38630413191,27.4096875,7.38630413191,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
8.91263943677,27.48890625,8.91263943677,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
8.86148790527,29.9446875,8.86148790527,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
7.5584712524,24.7690625,7.5584712524,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
8.67192001356,30.97453125,8.67192001356,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
7.09449644497,25.033125,7.09449644497,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
14.5498982372,51.78265625,14.5498982372,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
8.81956309054,25.05953125,8.81956309054,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
7.85585993528,26.300625,7.85585993528,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
7.45689832552,21.441875,7.45689832552,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
9.20672384721,31.159375,9.20672384721,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
14.7521239454,55.2946875,14.7521239454,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
11.2398821177,35.93890625,11.2398821177,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
9.57573957418,32.50609375,9.57573957418,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
8.94252332399,27.568125,8.94252332399,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
8.15095697521,22.68296875,8.15095697521,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
8.5100933949,27.6209375,8.5100933949,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
12.997174691,45.2075,12.997174691,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
13.0141757145,42.38203125,13.0141757145,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
12.3620270082,40.16390625,12.3620270082,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
11.6942113991,39.6621875,11.6942113991,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
11.5948239687,36.62546875,11.5948239687,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
10.2136614401,38.26265625,10.2136614401,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
8.73935545721,29.680625,8.73935545721,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
12.4143607964,38.31546875,12.4143607964,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
9.41873161688,32.6909375,9.41873161688,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
7.4077188255,21.7059375,7.4077188255,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
7.8831020791,27.9378125,7.8831020791,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
12.1471553463,42.8309375,12.1471553463,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
9.75323838697,32.5325,9.75323838697,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
10.1360575646,38.553125,10.1360575646,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
12.3049720619,39.08125,12.3049720619,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
10.0291869955,33.61515625,10.0291869955,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
10.4617795369,35.46359375,10.4617795369,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
9.14167259424,32.24203125,9.14167259424,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
7.56305655066,26.90796875,7.56305655066,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
9.79805818752,31.13296875,9.79805818752,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
8.09737339411,31.47625,8.09737339411,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
7.64584953601,23.7128125,7.64584953601,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
7.71483319025,25.0859375,7.71483319025,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
11.0599682202,36.57265625,11.0599682202,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
8.18185191193,26.06296875,8.18185191193,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
10.9741751409,37.20640625,10.9741751409,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
8.85577164982,29.4165625,8.85577164982,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
8.73295052692,22.6565625,8.73295052692,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
10.5207002587,34.5921875,10.5207002587,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
11.28876545,36.09734375,11.28876545,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
13.2046792707,45.4715625,13.2046792707,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
10.7726486936,37.04796875,10.7726486936,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
13.6418354259,48.7459375,13.6418354259,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
13.6970416703,45.6828125,13.6970416703,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
7.86497423185,24.399375,7.86497423185,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
9.0456463035,28.75640625,9.0456463035,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
10.6463525621,36.36140625,10.6463525621,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
8.10952395123,24.8746875,8.10952395123,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
9.24179120449,31.29140625,9.24179120449,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
15.4330794054,54.26484375,15.4330794054,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
9.12246846087,34.46015625,9.12246846087,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
8.83987655162,29.4165625,8.83987655162,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
14.0109405263,50.67359375,14.0109405263,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
14.0919107602,46.29015625,14.0919107602,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
8.6883645688,26.5646875,8.6883645688,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
8.20351280259,30.28796875,8.20351280259,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
8.37261081076,26.934375,8.37261081076,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
8.55184291099,29.680625,8.55184291099,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
12.3424011567,43.5175,12.3424011567,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
7.35044006882,24.21453125,7.35044006882,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
9.07930738202,32.29484375,9.07930738202,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
12.5477789684,48.5346875,12.5477789684,WellA01_PointA01_0001_ChannelFITC BP_Seq0001_properties.csv,A,1,SP286,1 mm bead
